GEOID,COUNTYFP,VTD,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,party_dem,party_rep,party_npp,party_rin,party_lib,party_grn,party_wkp,party_bar,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_10,eth2_30,eth2_23,eth2_14,eth2_34,eth2_21,eth2_32,eth2_12,eth2_85,eth2_29,eth2_35,eth2_55,eth2_66,eth2_33,eth2_61,eth2_99,eth2_38,eth2_26,eth2_19,eth2_59,eth2_18,eth2_unk,g20201103,pp20200602,p20200602,g20181106,p20180626,s20171219,s20171002,g20161108,pp20160426,p20160426,s20151208,g20141104,p20140624,s20130506,s20130305,g20121106,pp20120403,p20120403,g20101102,p20100914
2401702-001,017,02-001,1593,1,68,123,119,195,239,353,227,111,39,658,622,291,3,6,4,1,0,8,0,1153,37,254,17,16,116,1153,254,37,3,6,4,4,3,3,0,3,0,2,2,0,0,1,1,0,0,0,0,0,0,116,1212,491,491,831,274,0,0,1020,437,437,0,648,299,0,0,905,181,181,568,261
2401703-001,017,03-001,2269,0,85,128,151,311,325,522,340,162,56,1045,772,425,3,6,1,2,0,15,0,1373,39,673,20,15,149,1373,672,39,5,3,5,4,6,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,2,149,1628,612,612,1070,430,0,0,1369,558,558,0,863,420,0,0,1280,209,209,786,400
2401704-001,017,04-001,2465,1,123,175,157,309,433,595,292,155,50,757,1225,458,7,8,2,0,0,8,0,1973,68,167,32,19,206,1973,167,65,10,5,10,5,5,6,1,1,3,0,0,0,3,0,2,0,2,0,0,0,0,206,1922,743,743,1370,471,0,0,1667,740,740,0,1119,530,0,0,1447,282,282,982,488
2401704-002,017,04-002,1861,0,91,133,133,269,300,416,227,103,38,602,878,358,3,7,1,0,0,12,0,1487,40,137,28,32,137,1487,137,40,6,6,14,1,9,0,0,6,2,1,1,4,0,3,1,0,0,1,0,3,0,137,1426,532,532,1008,351,0,0,1194,493,493,0,790,333,0,0,1044,169,169,701,333
2401705-001,017,05-001,3181,1,114,184,208,450,524,574,459,289,88,1215,1302,627,3,11,2,4,0,17,0,2372,66,440,30,24,249,2372,438,64,8,6,7,10,10,1,0,0,2,0,0,1,2,1,1,2,0,0,2,2,1,249,2412,916,916,1568,616,0,0,1967,843,843,0,1308,671,0,0,1783,346,346,1176,694
2401706-001,017,06-001,2414,0,103,151,173,331,354,487,352,234,66,1112,803,461,5,8,2,4,0,19,0,1649,102,409,47,55,152,1649,409,102,8,24,21,14,9,0,2,2,1,3,2,2,0,1,0,0,5,1,1,4,0,152,1907,900,900,1406,549,0,0,1635,787,787,0,1107,530,0,0,1531,326,326,1039,494
2401706-002,017,06-002,5594,0,274,363,383,828,906,891,750,528,205,3737,958,828,10,18,3,9,1,30,0,2870,218,1977,76,83,370,2870,1955,214,19,51,26,16,8,9,1,4,9,3,6,1,4,0,2,22,1,0,1,0,0,370,4405,2383,2383,3212,1264,0,0,3602,1677,1677,0,2138,1006,0,0,3217,670,670,2013,919
2401706-003,017,06-003,2597,0,168,207,161,448,617,407,174,56,36,1906,251,419,2,6,0,1,0,12,0,440,160,1796,70,51,80,440,1793,158,16,22,25,17,4,5,1,3,16,2,2,0,2,1,1,3,2,2,0,0,1,80,2006,1052,1052,1450,534,0,0,1542,662,662,0,845,321,0,0,1384,191,191,770,248
2401706-004,017,06-004,2953,1,195,258,270,472,649,495,233,48,15,2187,272,469,5,7,2,2,0,9,0,543,136,2077,62,57,78,543,2071,132,17,36,21,6,2,8,2,6,10,0,2,5,4,0,0,6,0,2,1,0,0,78,2259,1224,1224,1579,621,0,0,1822,782,782,0,981,423,0,0,1621,229,229,889,310
2401706-005,017,06-005,3267,0,161,278,320,643,696,506,267,85,17,2542,209,476,4,7,3,5,0,21,0,860,138,1992,64,47,166,860,1986,136,15,26,17,4,5,20,0,3,4,3,1,1,2,0,2,6,0,4,0,1,0,166,2396,1262,1262,1685,550,0,0,1957,700,700,0,972,375,0,0,1812,250,250,943,295
2401706-006,017,06-006,3214,0,172,242,280,501,538,549,383,204,46,2100,537,541,5,8,4,1,1,17,0,1129,166,1724,41,35,119,1129,1723,164,11,21,12,8,1,6,2,2,4,0,0,2,2,1,0,1,0,0,0,1,0,119,2265,1131,1131,1637,546,0,0,1905,844,844,0,1036,458,0,0,1715,304,304,978,406
2401706-007,017,06-007,3580,1,159,345,398,613,579,606,338,143,49,2608,397,536,3,11,2,2,0,21,0,864,199,2318,32,39,128,864,2315,197,6,18,13,3,7,5,1,1,5,1,0,1,2,2,3,3,0,1,0,0,1,128,2398,1178,1178,1544,468,0,0,1979,756,756,0,963,408,0,0,1907,251,251,908,317
2401706-008,017,06-008,1902,0,89,179,202,340,297,318,208,59,13,1354,195,325,4,8,1,3,1,11,0,534,118,1096,11,20,123,534,1091,115,1,13,5,0,3,1,0,4,4,0,0,0,3,0,0,5,0,0,0,0,0,123,1305,661,661,904,323,0,0,1096,450,450,0,545,235,0,0,993,146,146,511,211
2401706-009,017,06-009,2755,0,130,255,243,495,450,462,291,114,28,2092,224,407,5,9,3,0,2,13,0,474,139,1994,27,28,93,474,1991,136,7,15,9,6,4,1,0,1,6,0,0,0,3,0,0,3,0,2,0,0,0,93,1940,985,985,1312,494,0,0,1596,654,654,0,791,339,0,0,1487,225,225,747,282
2401706-010,017,06-010,2809,0,140,222,222,452,582,528,230,100,14,2139,218,423,5,7,3,1,0,13,0,432,143,2042,60,43,89,432,2032,139,17,25,20,6,4,9,0,6,12,1,1,0,4,0,0,10,0,1,0,0,0,89,2215,1225,1225,1559,601,0,0,1741,813,813,0,936,401,0,0,1512,245,245,878,330
2401706-011,017,06-011,1953,1,98,170,159,285,378,410,181,68,22,1401,231,305,3,3,3,1,0,6,0,426,86,1287,49,45,60,426,1286,86,14,32,24,4,3,1,0,3,2,5,0,0,0,0,1,1,2,1,1,0,0,60,1461,767,767,1041,397,0,0,1175,525,525,0,669,294,0,0,1100,193,193,625,238
2401706-012,017,06-012,2096,1,97,182,215,350,352,375,183,56,24,1497,213,359,4,4,2,0,2,15,0,556,126,1280,38,31,65,556,1278,125,5,13,12,7,4,4,1,7,6,2,0,0,1,1,1,2,0,1,1,0,1,65,1524,774,774,1069,324,0,0,1218,456,456,0,579,252,0,0,1079,156,156,574,196
2401706-013,017,06-013,4155,0,224,321,315,651,799,822,421,142,36,2901,558,654,9,6,6,2,0,19,0,1132,248,2416,99,85,175,1132,2410,248,23,43,43,12,4,11,3,2,23,2,2,0,0,1,2,6,1,5,2,3,0,175,3130,1729,1729,2283,778,0,0,2574,1129,1129,0,1427,577,0,0,2341,381,381,1399,545
2401706-014,017,06-014,4595,0,280,336,260,729,1003,938,391,146,44,3172,602,774,4,18,5,3,0,17,0,1122,218,2940,78,73,164,1122,2928,218,15,41,34,14,8,6,3,4,8,2,1,0,0,1,3,12,0,1,1,0,0,164,3669,2016,2016,2692,977,0,0,2910,1309,1309,0,1624,752,0,0,2555,442,442,1571,616
2401706-015,017,06-015,3898,0,182,315,302,694,732,625,404,201,69,3008,289,568,4,10,7,1,0,11,0,649,229,2720,83,77,140,649,2713,227,21,36,34,8,10,11,1,6,18,4,1,0,2,1,1,7,2,1,1,1,1,140,2965,1657,1657,2157,825,0,0,2481,1049,1049,0,1339,566,0,0,2173,391,391,1263,445
2401706-016,017,06-016,2752,0,132,243,222,477,576,467,248,72,27,1942,319,459,4,5,1,2,1,19,0,663,155,1737,44,42,111,663,1728,155,7,14,13,12,4,5,2,2,3,10,0,2,0,0,3,9,1,5,0,2,0,111,2004,1023,1023,1425,535,0,0,1650,684,684,0,850,396,0,0,1463,223,223,802,314
2401706-017,017,06-017,1646,0,82,124,151,283,303,315,189,43,9,1173,225,240,0,1,1,0,0,6,0,498,99,954,21,14,60,498,950,96,7,10,5,0,1,1,0,5,0,0,0,0,3,0,0,4,0,2,1,0,0,60,1239,611,611,888,314,0,0,1056,428,428,0,552,207,0,0,948,168,168,508,192
2401706-018,017,06-018,3042,1,166,282,251,567,698,473,178,31,14,2408,169,434,1,6,4,0,0,20,0,342,174,2355,69,44,58,342,2344,173,13,26,27,8,4,10,0,6,10,2,0,0,1,0,0,11,0,3,2,0,0,58,2354,1294,1294,1674,636,0,0,1917,836,836,0,989,391,0,0,1650,248,248,882,246
2401706-019,017,06-019,2528,0,164,205,154,323,555,479,264,92,26,1590,415,497,1,13,2,3,0,7,0,928,158,1216,76,52,98,928,1215,157,18,18,23,11,8,17,1,6,15,1,0,0,1,0,4,1,2,1,0,0,0,98,1980,1010,1010,1441,535,0,0,1544,693,693,0,898,389,0,0,1361,246,246,798,311
2401706-020,017,06-020,1441,0,75,114,153,216,251,268,162,31,4,945,207,270,2,7,1,1,0,8,0,502,90,722,35,20,72,502,721,86,11,10,10,10,1,2,1,1,5,3,0,0,4,0,0,1,0,1,0,0,0,72,1092,536,536,787,270,0,0,887,386,386,0,495,209,0,0,801,137,137,461,175
2401706-021,017,06-021,1701,0,110,144,113,197,297,425,168,55,14,1160,212,317,1,5,0,0,0,6,0,357,122,1087,55,31,49,357,1086,117,19,9,5,7,5,21,3,1,5,6,0,0,5,1,2,1,0,1,1,0,0,49,1337,750,750,964,401,0,0,1071,522,522,0,639,312,0,0,986,160,160,600,267
2401706-022,017,06-022,2212,0,117,206,240,387,408,355,182,59,10,1687,181,313,1,8,2,3,0,17,0,366,100,1607,27,30,82,366,1606,100,11,8,5,4,7,1,5,2,3,5,0,0,0,0,1,1,0,1,2,0,0,82,1519,724,724,1008,291,0,0,1229,431,431,0,567,221,0,0,1139,146,146,536,174
2401707-001,017,07-001,1216,0,50,105,84,154,202,218,151,87,39,517,400,272,1,10,0,3,0,13,0,850,40,198,23,11,94,850,198,40,6,3,3,10,3,1,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,94,843,363,363,590,230,0,0,694,288,288,0,420,198,0,0,620,133,133,393,184
2401707-002,017,07-002,2571,0,117,211,258,471,475,455,207,105,31,1780,347,421,2,2,4,4,3,8,0,742,99,1577,38,31,84,742,1575,98,12,20,13,3,4,6,0,2,3,2,0,0,1,1,0,2,0,0,0,0,0,84,1774,826,826,1230,481,0,0,1506,614,614,0,777,340,0,0,1396,236,236,729,301
2401707-003,017,07-003,3114,0,135,241,222,412,502,651,401,217,81,2041,553,485,1,10,3,5,1,15,0,1010,120,1791,26,37,130,1010,1791,120,5,13,7,4,6,5,0,3,5,5,4,0,0,1,2,0,0,2,0,0,0,130,2257,1154,1154,1637,709,0,0,1968,841,841,0,1164,539,0,0,1783,378,378,1089,531
2401707-004,017,07-004,3487,0,153,236,326,672,673,565,275,141,48,2591,372,497,2,6,4,5,1,9,0,781,135,2396,29,46,100,781,2393,133,5,26,14,3,5,5,0,0,9,0,1,0,2,1,2,3,2,1,0,0,0,100,2639,1387,1387,1906,728,0,0,2125,879,879,0,1094,449,0,0,1928,305,305,980,351
2401708-001,017,08-001,3670,0,176,241,219,483,695,775,482,291,68,1583,1377,659,9,19,4,4,1,14,0,2524,119,681,58,51,237,2524,677,118,14,27,19,11,9,5,1,5,2,7,2,1,1,0,0,4,1,0,3,0,1,237,2851,1331,1331,1999,763,0,0,2464,1141,1141,0,1579,714,0,0,2194,427,427,1466,672
2401708-002,017,08-002,2079,0,103,151,151,273,334,416,280,161,43,1200,505,345,3,7,3,1,1,14,0,1062,85,776,15,26,115,1062,774,85,3,13,5,4,8,1,1,1,3,0,0,0,0,0,0,2,1,1,0,0,0,115,1561,768,768,1141,396,0,0,1328,634,634,0,849,390,0,0,1239,241,241,819,322
2401708-003,017,08-003,2033,0,83,138,138,278,342,372,289,188,51,1264,377,364,6,10,1,0,1,10,0,839,104,938,17,17,118,839,938,102,6,3,3,0,9,1,0,4,0,0,2,1,2,0,0,0,0,0,3,1,0,118,1463,757,757,1061,368,0,0,1257,557,557,0,744,310,0,0,1190,206,206,703,300
2401708-004,017,08-004,4615,1,253,330,326,819,896,778,430,210,81,2939,851,786,6,12,2,4,0,15,0,2397,212,1571,92,63,280,2397,1560,211,21,35,41,12,6,10,2,5,14,5,0,0,1,1,0,11,0,0,3,0,0,280,3656,1858,1858,2472,867,0,0,2818,1281,1281,0,1584,708,0,0,2498,397,397,1487,639
2401708-005,017,08-005,500,0,29,42,28,61,73,130,51,32,13,216,186,87,4,1,0,1,0,5,0,383,16,40,6,10,45,383,40,16,0,2,6,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,45,376,137,137,248,69,0,0,295,130,130,0,194,85,0,0,271,38,38,156,86
2401709-001,017,09-001,2523,0,135,175,144,270,485,628,298,151,45,1340,702,441,10,11,3,2,0,14,0,1224,93,1012,23,24,147,1224,1008,89,2,17,7,6,2,4,2,3,0,0,1,0,4,0,1,4,1,0,1,0,0,147,1973,899,899,1463,464,0,0,1654,748,748,0,1042,433,0,0,1501,288,288,961,404
2401709-002,017,09-002,2656,1,105,161,207,342,441,618,354,168,60,1130,962,531,8,7,4,3,0,11,0,1731,85,575,19,46,200,1731,571,84,3,17,4,4,13,2,0,4,1,4,1,0,1,0,0,4,5,1,0,1,0,200,2040,810,810,1415,439,0,0,1744,757,757,0,1057,432,0,0,1604,252,252,1003,408
2401710-001,017,10-001,2808,0,127,185,208,379,456,569,380,196,69,1578,712,472,6,13,6,2,1,18,0,1293,108,1224,29,20,134,1293,1222,106,6,7,14,5,5,1,0,3,4,0,2,0,2,1,0,2,0,0,0,1,0,134,2010,975,975,1451,608,0,0,1721,752,752,0,1060,497,0,0,1597,290,290,1024,475
24017ZZZZZZ,017,ZZZZZZ,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2401901-001,019,01-001,867,0,37,46,63,115,112,193,137,77,27,230,505,121,2,6,0,1,0,2,0,718,11,79,3,9,47,718,79,10,0,4,3,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,47,647,247,247,505,171,0,0,600,306,306,0,423,178,0,0,517,143,143,395,202
2401901-002,019,01-002,5,0,0,0,0,0,0,1,2,1,0,0,5,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,4,4,4,0,4,2,0,0,4,0,0,3,3
2401902-001,019,02-001,1148,0,39,58,93,162,148,225,185,108,41,267,672,193,3,7,2,1,0,3,0,972,21,43,13,9,90,972,43,21,2,4,2,2,2,0,0,7,0,0,2,0,0,0,0,0,1,0,0,0,0,90,898,322,322,683,286,0,0,796,392,392,0,558,241,0,0,683,169,169,535,283
2401902-002,019,02-002,209,0,4,23,19,27,24,41,34,11,11,104,63,40,0,1,0,0,0,1,0,106,4,90,0,2,7,106,90,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,145,52,52,108,30,0,0,140,56,56,0,90,39,0,0,124,20,20,96,34
2401902-003,019,02-003,134,0,2,4,7,17,20,29,22,19,4,34,85,15,0,0,0,0,0,0,0,109,3,3,4,2,13,109,3,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,113,47,47,93,47,0,0,109,67,67,0,82,52,0,0,96,32,32,75,49
2401902-004,019,02-004,233,0,10,19,19,21,36,55,36,6,7,65,123,40,2,1,1,1,0,0,0,172,3,33,5,3,17,172,33,3,0,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,17,181,45,45,124,34,0,0,153,52,52,0,104,35,0,0,133,20,20,89,42
2401903-001,019,03-001,261,0,4,22,28,26,28,61,32,29,11,93,127,40,0,0,0,0,0,1,0,223,1,14,1,0,22,223,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,184,79,79,164,70,0,0,187,99,99,0,143,61,0,0,160,33,33,137,71
2401903-002,019,03-002,343,0,14,25,20,41,49,69,58,25,16,177,116,47,1,1,0,0,0,1,0,159,4,165,1,1,13,159,165,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,250,107,107,198,85,0,0,226,117,117,0,174,109,0,0,212,59,59,183,129
2401904-001,019,04-001,172,0,7,4,9,8,17,46,40,16,11,36,117,18,0,1,0,0,0,0,0,144,2,1,0,4,21,144,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,136,71,71,113,69,0,0,126,72,72,0,98,66,0,0,115,36,36,105,60
2401905-001,019,05-001,201,0,7,8,16,11,33,43,40,23,9,59,112,28,0,2,0,0,0,0,0,174,1,3,3,3,17,174,3,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,147,75,75,129,69,0,0,139,78,78,0,115,74,0,0,123,38,38,114,74
2401906-001,019,06-001,295,0,8,9,17,22,32,66,64,40,19,89,159,42,2,1,0,0,0,2,0,265,2,0,5,3,20,265,0,2,3,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,224,113,113,192,92,0,0,202,108,108,0,170,88,0,0,183,55,55,172,91
2401907-001,019,07-001,860,0,23,57,64,71,97,159,166,113,40,393,328,131,2,2,0,0,0,4,0,639,35,111,5,12,58,639,111,35,1,4,1,2,0,0,2,0,0,4,0,1,0,0,1,0,0,0,0,0,0,58,621,334,334,495,215,0,0,545,286,286,0,391,234,0,0,464,138,138,369,219
2401907-002,019,07-002,3387,0,123,282,320,502,471,568,483,210,84,2525,337,481,3,7,2,4,2,26,0,629,129,2514,19,18,78,629,2512,128,4,9,9,1,2,3,0,2,1,0,2,0,1,1,1,2,0,0,0,0,0,78,1859,846,846,1276,386,0,0,1671,735,735,0,901,462,0,0,1701,273,273,944,514
2401907-003,019,07-003,546,1,11,27,23,38,70,116,143,56,30,139,321,83,1,1,0,0,0,1,0,466,12,17,3,3,45,466,17,12,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45,480,255,255,385,156,0,0,412,220,220,0,301,177,0,0,373,117,117,313,177
2401907-004,019,07-004,454,0,15,29,45,63,58,85,58,45,20,261,129,59,2,1,0,0,0,2,0,249,25,146,9,6,19,249,146,25,1,5,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,301,130,130,228,94,0,0,272,123,123,0,161,85,0,0,254,60,60,150,81
2401907-005,019,07-005,120,0,2,14,13,19,16,19,12,13,5,80,24,15,0,0,0,0,0,1,0,38,8,68,1,1,4,38,68,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,33,33,49,19,0,0,68,29,29,0,38,21,0,0,69,16,16,37,21
2401907-006,019,07-006,2433,0,80,115,136,296,283,456,464,310,113,1015,980,403,4,14,5,1,0,11,0,2018,60,117,22,15,201,2018,117,60,14,6,2,2,2,2,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,201,1959,912,912,1575,696,0,0,1628,912,912,0,1184,684,0,0,1507,427,427,1189,670
2401907-007,019,07-007,341,0,14,19,27,48,37,46,64,41,11,247,54,38,1,0,0,0,0,1,0,91,19,214,3,1,13,91,214,18,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,211,98,98,161,48,0,0,192,81,81,0,99,50,0,0,189,32,32,114,49
2401907-008,019,07-008,48,0,1,5,1,0,11,7,8,7,5,14,25,7,0,0,0,0,0,2,0,45,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,14,14,25,8,0,0,30,16,16,0,21,10,0,0,28,4,4,27,9
2401907-009,019,07-009,1275,0,49,101,113,186,192,237,154,91,38,693,348,216,1,3,2,1,0,11,0,626,45,502,25,23,54,626,501,45,7,17,3,4,0,9,1,1,0,2,0,0,0,0,1,1,0,0,0,1,0,54,830,357,357,599,180,0,0,723,309,309,0,401,215,0,0,668,135,135,442,238
2401907-010,019,07-010,262,0,10,19,13,53,49,46,17,7,8,161,58,39,0,3,0,0,1,0,0,108,15,119,7,1,12,108,119,15,1,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,190,91,91,143,31,0,0,157,74,74,0,99,38,0,0,147,19,19,101,40
2401907-011,019,07-011,49,0,2,4,0,1,3,6,19,12,1,12,31,6,0,0,0,0,0,0,0,43,2,0,1,0,3,43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,45,24,24,41,19,0,0,44,21,21,0,37,22,0,0,38,14,14,34,20
2401908-001,019,08-001,648,0,13,21,25,53,81,122,154,116,27,203,329,106,4,3,0,1,0,2,0,566,5,17,2,9,49,566,17,5,0,2,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,49,538,304,304,451,178,0,0,478,265,265,0,377,212,0,0,440,133,133,373,199
2401909-001,019,09-001,485,0,20,17,33,60,69,95,83,59,23,143,267,66,6,1,2,0,0,0,0,394,9,37,3,3,39,394,37,9,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,412,200,200,323,156,0,0,356,214,214,0,287,167,0,0,304,96,96,266,160
2401910-001,019,10-001,202,0,4,12,2,20,29,52,51,17,7,65,108,28,0,0,0,0,0,1,0,190,1,0,0,0,11,190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,144,61,61,107,58,0,0,126,68,68,0,96,58,0,0,104,35,35,99,58
2401911-001,019,11-001,47,0,2,0,1,3,12,6,11,8,1,11,31,5,0,0,0,0,0,0,0,40,0,0,0,0,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,16,16,30,11,0,0,34,24,24,0,30,12,0,0,31,12,12,27,15
2401912-001,019,12-001,309,0,11,25,24,34,63,57,42,18,10,96,149,58,1,3,1,0,0,1,0,213,8,61,0,3,24,213,61,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,208,75,75,149,44,0,0,191,80,80,0,116,45,0,0,166,34,34,119,55
2401912-002,019,12-002,391,0,9,32,29,50,60,94,61,32,7,221,109,55,0,2,0,0,0,4,0,160,10,198,9,1,13,160,197,10,3,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,13,268,107,107,163,42,0,0,220,84,84,0,107,26,0,0,207,26,26,117,47
2401913-001,019,13-001,192,0,3,8,12,26,21,44,49,14,8,35,137,17,0,2,0,0,0,1,0,180,0,4,1,0,7,180,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,154,85,85,140,52,0,0,151,103,103,0,128,73,0,0,154,40,40,127,70
2401913-002,019,13-002,128,0,3,11,2,8,20,21,27,17,4,69,35,23,0,0,0,0,0,1,0,53,5,64,0,0,6,53,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,40,40,79,27,0,0,94,47,47,0,51,23,0,0,76,15,15,61,28
2401914-001,019,14-001,1186,0,52,71,79,128,189,229,208,121,25,345,657,174,2,4,1,1,0,2,0,1040,29,36,10,8,63,1040,36,29,1,3,2,1,2,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,63,909,380,380,699,269,0,0,779,409,409,0,567,256,0,0,703,187,187,555,290
2401914-002,019,14-002,87,0,3,5,4,11,16,18,12,10,3,48,28,11,0,0,0,0,0,0,0,44,0,36,0,3,4,44,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,32,32,48,20,0,0,58,31,31,0,38,26,0,0,51,9,9,45,30
2401914-003,019,14-003,784,0,22,47,38,76,94,179,147,97,32,269,400,106,2,2,1,0,0,4,0,688,24,17,4,14,37,688,17,24,4,7,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37,577,295,295,457,160,0,0,523,293,293,0,376,184,0,0,469,127,127,351,210
2401915-001,019,15-001,1855,1,75,133,149,264,276,382,263,126,39,575,936,316,4,11,1,3,0,9,0,1451,43,217,9,21,114,1451,216,43,4,6,2,1,7,2,0,0,1,2,1,0,0,0,0,1,1,0,0,2,0,114,1372,524,524,974,328,0,0,1160,492,492,0,734,287,0,0,1001,193,193,708,307
2401915-002,019,15-002,110,0,2,6,5,15,16,21,26,12,1,33,60,16,0,0,0,0,1,0,0,93,1,10,0,0,6,93,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77,43,43,54,17,0,0,68,36,36,0,52,21,0,0,57,19,19,46,18
2401915-003,019,15-003,1229,1,35,71,88,206,191,229,181,75,39,750,269,192,3,5,0,0,0,10,0,442,38,684,9,8,48,442,684,38,2,3,5,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,48,788,313,313,536,212,0,0,692,269,269,0,403,155,0,0,657,107,107,403,138
2401916-001,019,16-001,393,0,12,20,20,48,54,82,62,55,19,101,230,57,0,2,1,0,0,2,0,342,5,7,9,11,19,342,7,5,0,1,1,5,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,19,311,157,157,254,97,0,0,291,154,154,0,227,115,0,0,248,59,59,206,108
2401917-001,019,17-001,182,0,5,18,20,29,21,39,22,17,1,68,83,30,0,1,0,0,0,0,0,129,2,27,5,1,18,129,27,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,136,53,53,103,47,0,0,124,67,67,0,88,42,0,0,120,26,26,85,48
2401917-002,019,17-002,33,0,0,3,1,0,8,6,4,2,4,9,16,8,0,0,0,0,0,0,0,31,1,0,0,0,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,11,11,24,13,0,0,23,19,19,0,19,12,0,0,21,7,7,21,13
2401918-001,019,18-001,42,0,0,1,2,5,1,14,10,5,3,14,21,7,0,0,0,0,0,0,0,36,2,0,0,0,4,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,17,17,27,19,0,0,32,20,20,0,24,19,0,0,31,17,17,29,17
2402101-001,021,01-001,3023,0,141,183,143,440,529,576,326,233,169,1115,1182,699,6,12,3,0,0,6,0,2340,149,70,68,86,310,2340,68,144,21,25,21,14,15,5,5,7,10,7,3,3,5,0,0,2,7,0,0,2,0,310,2415,1083,1083,1903,695,0,0,2074,1090,1090,0,1356,556,0,0,1801,528,528,1217,544
2402101-002,021,01-002,4598,0,231,398,494,884,794,750,337,96,41,2232,1102,1206,5,25,3,2,1,22,0,2789,486,447,209,161,506,2789,444,483,48,97,77,28,25,30,4,9,5,8,4,1,3,0,5,3,5,1,0,3,2,506,3379,1404,1404,2310,658,0,0,2688,1140,1140,0,1225,422,0,0,2177,393,393,1069,352
2402101-003,021,01-003,1902,0,78,109,134,332,340,387,238,91,26,686,733,456,2,16,2,2,1,4,0,1483,92,64,42,47,174,1483,64,91,22,11,2,4,17,4,1,7,4,3,5,2,1,0,0,0,0,2,0,4,0,174,1514,649,649,1152,416,0,0,1279,669,669,0,776,294,0,0,1120,266,266,660,259
2402102-001,021,02-001,3063,0,113,297,319,558,420,486,312,140,79,1699,576,732,3,19,11,0,0,23,0,1687,281,674,87,95,239,1687,672,278,25,56,30,10,13,16,2,4,3,6,4,5,3,0,2,2,1,0,0,1,1,239,2085,989,989,1456,538,0,0,1673,763,763,0,790,341,0,0,1416,303,303,695,272
